# Document parsed from: List_of_Business_Partners.xlsx

## Page 1

|#|BP Code|DSL Code|Old SAP Code|Group|District|BP Name|Tem Suspended|BP Type|Contact Person|Other Name|Price List|Route Code|Town|Adress|Federal Tax ID|
|1156|ELCA9225|RPK016||100||NEW STAR MOTORS|Y|C|||Wholesale Price|||||
|1157|ELCA9226|RPK018||100||NIROSH CONSTRUCTIONS|Y|C|||Wholesale Price|||||
|1158|ELCA9227|RPO002||100||WASANTHA MOTORS|Y|C|||Wholesale Price|||||
|1159|ELCA9228|RPP009||100||RUPASINGHE MOTORS|Y|C|||Wholesale Price|||||
|1160|ELCA9229|RPR015||100||B AND G MOTORS|Y|C|||Wholesale Price|||||
|1161|ELCA9230|RPR021||100||WAYAMBA MOTORS|Y|C|||Wholesale Price|||||
|1162|ELCA9231|RPR028||100||GAMAGE MOTORS|Y|C|||Wholesale Price|||||
|1163|ELCA9232|RPU001||100||DAYANANDA RADIO SERVICES|Y|C|||Wholesale Price|||||
|1164|ELCA9233|TRA001||100||MARIAN MOTORS|Y|C|||Wholesale Price|||||
|1165|ELCA9234|TRK009||100||PRADEEP MOTORS|Y|C|||Wholesale Price|||||
|1166|ELCA9235|TRK012||100||NEW MOTOR STORES|Y|C|||Wholesale Price|||||
|1167|ELCA9236|TRN001||100||AAKIF ATHIF MOTORS|Y|C|||Wholesale Price|||||
|1168|ELCA9237|TRT0013||100||G.P.S.MOTORS|Y|C|||Wholesale Price|||||
|1169|ELCA9238|TRT013||100||BUTTERFLY FOODLAND MOTORS|Y|C|||Wholesale Price|||||
|1170|ELCA9239|TRT016||100||JOY ANTHONY MOTOR SHOP|Y|C|||Wholesale Price|||||
|1171|ELCA9240|TRT017||100||KEERTHI TRADE CENTER|Y|C|||Wholesale Price|||||
|1172|ELCA9241|TRT018||100||LITU MOTORS|Y|C|||Wholesale Price|||||
|1173|ELCA9242|TRT024||100||SPARE PARTS SHOP|Y|C|||Wholesale Price|||||
|1174|ELCA9243|VUV0011||100||ALEX MOTORS|Y|C|||Wholesale Price|||||
|1175|ELCA9244|KDK063||100||TURBO CITY|Y|C|||Wholesale Price|||||
|1176|ELCA9245|KUW019||100||RAVINDRA MOTORS|Y|C|||Wholesale Price|||||
|1177|ELCA9246|MTM027||100||BUDDIKA MOTORS|Y|C|||Wholesale Price|||||
|1178|ELCA9247|MTW009||100||MEERA MOTORS|Y|C|||Wholesale Price|||||
|1179|ELCA9248|NEB011||100||SUMATHI TRD. CO.|Y|C|||Wholesale Price|||||
|1180|ELCA9249|NEH002||100||KANDY AUTO SPARES|N|C|||Wholesale Price|||||
|1181|ELCA9250|NEH011||100||JAYANTHA MOTORS|Y|C|||Wholesale Price|||||
|1182|ELCA9251|NEN020||100||SUPRIME MOTORS|Y|C|||Wholesale Price|||||
|1183|ELCA9252|NEN023||100||NEW RANASINGHE MOTORS -|Y|C|||Wholesale Price|||||
|1184|ELCA9253|PNM007||100||MANAMPITIYA MOTORS.|Y|C|||Wholesale Price|||||
|1185|ELCA9254|PTA005||100||CHANDANA MOTORS & SER. CENTER|Y|C|||Wholesale Price|||||
|1186|ELCA9255|PTK004||100||SENSOR MOTOR HOUSE|Y|C|||Wholesale Price|||||
|1187|ELCA9256|PTM008||100||A.R. TRADERS|Y|C|||Wholesale Price|||||
|1188|ELCA9257|PTM009||100||MEDAGAMA TRADE CENTER|Y|C|||Wholesale Price|||||
|1189|ELCA9258|PTN0012||100||THINU ENTERPRISES|Y|C|||Wholesale Price|||||
|1190|ELCA9259|PTS001||100||LAKMAL MOTORS|Y|C|||Wholesale Price|||||
|1191|ELCA9260|RPK013||100||H.W. ENTERPRISES|Y|C|||Wholesale Price|||||
|1192|ELCA9261|RPK020||100||RAN MOTORS|Y|C|||Wholesale Price|||||
|1193|ELCA9262|VUV010||100||BAJAJ AUTO SPARES|Y|C|||Wholesale Price|||||
|1194|ELCA9263|C10385||100||ESIVARI MOTOR SUPPLY|Y|C|||Wholesale Price|||||
|1195|ELCA9264|GMK057||100||NIROSHANA AUTO ENGINEERING|Y|C|||Wholesale Price|||||
|1196|ELCA9265|KUM023||100||ROYAL ELECTRICALS|Y|C|||Wholesale Price|||||
|1197|ELCA9266|PTA0007||100||HETTIARACHCHI AUTO SPARE PARTS|Y|C|||Wholesale Price|||||
